seed,split,space,cosine,l2
172,bootstrap,z,0.9992938041687012,0.37761420011520386
173,bootstrap,raw,0.8352717757225037,57.194854736328125
173,bootstrap,z,0.9996405243873596,0.26951101422309875
174,bootstrap,raw,0.838108241558075,57.1737174987793
174,bootstrap,z,0.9998881220817566,0.22041144967079163
175,bootstrap,raw,0.8360432386398315,57.07611846923828
175,bootstrap,z,0.9998433589935303,0.23069867491722107
176,bootstrap,raw,0.8323203325271606,57.81475067138672
176,bootstrap,z,0.9991527199745178,0.47032758593559265
177,bootstrap,raw,0.8355060815811157,57.70928192138672
177,bootstrap,z,0.9991248250007629,0.4139641225337982
178,bootstrap,raw,0.8309876322746277,58.033443450927734
178,bootstrap,z,0.9992356896400452,0.41187071800231934
179,bootstrap,raw,0.8357071280479431,57.514129638671875
179,bootstrap,z,0.9992901086807251,0.38090720772743225
180,bootstrap,raw,0.8277572393417358,58.610408782958984
180,bootstrap,z,0.999710738658905,0.24952298402786255
181,bootstrap,raw,0.8333510160446167,57.87200164794922
181,bootstrap,z,0.9994537234306335,0.3373956084251404
182,bootstrap,raw,0.8335148096084595,57.60237503051758
182,bootstrap,z,0.9996723532676697,0.2589860260486603
183,bootstrap,raw,0.8303950428962708,58.12257385253906
183,bootstrap,z,0.9993537664413452,0.3831349015235901
184,bootstrap,raw,0.8342570066452026,57.816627502441406
184,bootstrap,z,0.9992390275001526,0.507636547088623
185,bootstrap,raw,0.8353330492973328,57.51557159423828
185,bootstrap,z,0.9993150234222412,0.38874340057373047
186,bootstrap,raw,0.8357086777687073,57.246788024902344
186,bootstrap,z,0.9994927644729614,0.3228268623352051
187,bootstrap,raw,0.8353824019432068,57.24814987182617
187,bootstrap,z,0.9997787475585938,0.21955862641334534
188,bootstrap,raw,0.8331771492958069,57.58548355102539
188,bootstrap,z,0.9988133311271667,0.49254411458969116
189,bootstrap,raw,0.8323894739151001,57.364322662353516
189,bootstrap,z,0.9995574355125427,0.37476804852485657
190,bootstrap,raw,0.8325511813163757,57.43754577636719
190,bootstrap,z,0.9998854994773865,0.15674500167369843
191,bootstrap,raw,0.8319406509399414,58.02580261230469
191,bootstrap,z,0.9994754195213318,0.33247989416122437
192,bootstrap,raw,0.8282918334007263,58.62675857543945
192,bootstrap,z,0.9996209740638733,0.35587450861930847
193,bootstrap,raw,0.8291199207305908,58.307167053222656
193,bootstrap,z,0.9994078874588013,0.34284859895706177
194,bootstrap,raw,0.8339574933052063,57.53342819213867
194,bootstrap,z,0.9990968704223633,0.4415792226791382
195,bootstrap,raw,0.834449291229248,57.65631103515625
195,bootstrap,z,0.9996463656425476,0.30079135298728943
196,bootstrap,raw,0.8343976736068726,57.212867736816406
196,bootstrap,z,0.9994925856590271,0.3774774372577667
197,bootstrap,raw,0.8319170475006104,57.691749572753906
197,bootstrap,z,0.9984010457992554,0.574446439743042
198,bootstrap,raw,0.8349685668945312,57.44390869140625
198,bootstrap,z,0.9996394515037537,0.31349003314971924
199,bootstrap,raw,0.8345690965652466,57.363739013671875
199,bootstrap,z,0.9998915791511536,0.1528826206922531
200,bootstrap,raw,0.8364137411117554,57.04056930541992
200,bootstrap,z,0.9999828338623047,0.41139858961105347
201,bootstrap,raw,0.829818069934845,57.91861343383789
